index,filename,poster,title,post
105,14919page120121213023431657576.html,/profiles/PUVLHDN588F20SC/,Selling Lugwig and Nietzsche Doll!,"Bid here. 

If you want to bid, you'd type: 

Name-Doll-Currents"
106,14922page120121213025037162639.html,/profiles/PHFM0PHNTUC2S8E/,"(W) Grendaline (O) Mab x1, Alph x1, Friendly x1","Find me in game or post here. For quicker response, mail me a Grendaline and tell me which one(s) you want, and I'll mail back."
107,14924page120121213021712968641.html,/profiles/PUVP2V409QH2DHU/,Need Spriggan Emblems!,"IM me or come to my house! :)
Thanks!"
108,14925page120121213020905190775.html,/profiles/PUV9AONLB8D2QFP/,CLOSED!,"What is the average buy price exactly for rube?
(I'm looking to buy one)"
109,14927page120121213022042000666.html,/profiles/PUVE44LM20K2BFG/,WTT 15k cottage house for 7.5k bog house,"I would like to trade my cottage house for your bog house, preferably a 7.5k bog house. The reason why I am posting this on the forums instead of actually searching through the realty page is quite simple: there are no more bog houses, let alone 7.5k ones. In fact, I would even pay double for the 7.5k bog house, and through in a couple emblems! I really want to start my herb gardening and the only reason why I wanted to buy the cottage house was:
1) Very central, being in Groddle Meadow, everything is closer and walk-able
2) Five tree plots & 16 crop garden plots
3) It is a new neighborhood, with tons of friendly people!
Please mail me and respond to this thread if you are interested!"
110,14928page120121213025322615715.html,/profiles/PUV5PR0NIHE2RO4/,Post Deleted,Deleted
111,14929page120121213031436330863.html,/profiles/PA9NNVA43VD2LLH/,"Selling Grendaline, Friendly, Mab, and Cosma Emblems","Is anyone interested in these? If so, IM/mailbox me."
112,14930page120121213024559479700.html,/profiles/PHFQKVF5NFD216N/,2 Firefly Cubimals for Sale,"I have 2 firefly cubimals for sale @ 3,500 currants each! IM me or send me a message in the mail if interested. Arigato!!"
113,14933page120121213024013536621.html,/profiles/PUVFJEMMT2F2N0V/,jello's Landscaping Service,"Need a tree posioned but don't want to pay 1500c for a 5-use potion? Call jello's Landscaping, and I'll teleport over and kill it AT NO COST to you! 

That's right, a 300 to 1500 currant value, ABSOLUTELY FREE!

All I ask it that I also be allowed to chop down the dead tree and tend the patch once before you plant.

Energy reimbursement for the teleport accepted but not necessary.

This offer is made possible by our proprietary carrying-posion-around-without-accidently-killing-everything technology, patent pending. Offer void where prohibited."
114,14935page120121213031010668087.html,/profiles/PUVQL09SM9H2P1A/,Cubi box auction for magic rock cubimal; current bid 12 boxes,"I have had mad luck with the magic rock cubis so far--I've opened three in the last week! And, I really only need one. So, I'm auctioning the other off! But with a twist. Your currants are no good here! Instead, I want unopened cubi boxes. This will run for about a week, and then I'll take the highest bidder!

Minimum bid: 5 cubimal boxes."
115,14936page120121213025600018878.html,/profiles/PHVUU5ST2B82L66/,The Marketplace Forum,"So whassit for anyhow? 

 Well, have ya got several hundred piggy cubimals you want to auction off? Searching for one last emblem of Zille? Want to swap with someone for a white SWF box? You're a pasty cavern dweller looking to jump-start your own guano delivery service? Post here in the Marketplace forum, where no item is too lowly to haggle over. It'll be like the classifieds, without the ink smudges all over your fingers. 
  
Of Note: This will likely be a temporary forum fixture, until there is a handy-dandy new system in the game that makes advertising in the forums a thing of the past. "
116,14939page120121213022503786979.html,/profiles/PUV9AONLB8D2QFP/,CLOSED!,"Like the title says, I'm buying three of them.
Give me your offers :)"
117,14941page120121213020829255336.html,/profiles/PUVE44LM20K2BFG/,Trading Non-Lem Emblems for Lem Emblems,"I am currently trading:
Alph x2
Zille x1"
118,14945page120121213023346656215.html,/profiles/PHFVGNCAD0D26AT/,Wanted: To rent herb garden,I'd like to rent an herb garden so I can knock off some achievements.  Willing to pay a reasonable daily rate for exclusive access.  Thanks!
119,14946page120121213025117427837.html,/profiles/PUVUQR892EF29UT/,Housecleaning Sale: entire Grendaline icon (not emblem),"I find myself with an extra Cactus, an extra Smuggler and an extra Deimaginator. IM me or respond if you might be interested.

Also, I still need to collect Gwendolyn, Helga, Magic Rock, Rook, Rube, Uncle Friendly and Yeti...obviously none of my duplicates are worth as much as these more rare ones, but if you have a spare of one of the rarer ones and do not have one of the ones I have a dupe for and are interested in a trade, I can add some currants to make it much more fair.

ADDENDA: I found duplicate emblems, too: Lem, Mab, Pot, Tii, Spriggan. I can sell for 5k currants each or trade one of them for a Friendly emblem.

Lastly, an entire shiny icon (all 11 emblems, iconified) of Grendaline: Normally would be 55k, willing to sell for 50k if there is any interest."
120,14952page120121213020614704549.html,/profiles/PHF65G8J03D2ADA/,Buying diamonds - CLOSED,"Buying all diamonds - 1700ea
Add and message me ingame"
121,14953page120121213023710748877.html,/profiles/PHVTDTLSL6A2P0O/,Selling Icon Of Friendly,Please message me or respond here if you're even remotely interested. I want to get rid of this thing!
122,14955page120121213025106251743.html,/profiles/PHVHN86I5H228T6/,Want to buy Yeti cubimal,"Please,

Thanks."
123,14960page120121213031154394739.html,/profiles/PUVE0KQ2J1I2385/,"Selling Magic Rock, Dustbunny, Bureaucrat, Smuggler, Squid, Sno Cone Vendor Cubimal","Magic Rock: 90 k
Dustbunny: 15 k
Smuggler: 13 k 
Bureaucrat: 8 k
Squid: 8 k 
Sno Cone Vendor: 6 k

Please leave message here or IM me in game"
124,14964page120121213023111753996.html,/profiles/PHVU76CKOT728S0/,Sold all the icons.,"Read the title.

                                   PLEASE REMEMBER THESE ARE ICONS NOT EMBLEMS"
125,14965page120121213022001516635.html,/profiles/PM132706UB22HSC/,Done,Somehow I ended up with two Ayn Rand dolls. Respond here and we can arrange to meet in game. :)
126,14966page120121213023858883443.html,/profiles/PHFGIBN0F3D2R8O/,"ultra rare, rare, un-common cubimals for sale","Un-commons:
Snocone: 5k
Squid: 5k
Cactus: 5k
Juju: 10k
Dustbunny: 10k
Bureaucrat: 5k
Greeterbot: 10k
Smuggler: 15k

Rares:
Helga: 45k GONE
Gwendolyn: 60k GONE

Ultra-Rares:
Magic Rock: 90k GONE

if you don't like my prices...
MAKE AN OFFER!

im's and mails will be seen first most likely

THANK YOU!!!!"
127,14970page120121213020902002072.html,/profiles/PUVK46QGM9G2ANO/,WANTED: Rube Cubimal - DONE,"If anyone has a Rube cubimal for sale, please IM me. I'm even willing to trade my rook cubimal for one as well.  Let me know!

<3 "
128,14971page120121213021513235947.html,/profiles/PUVL60RD6FG29UF/,Rubies.   I love you.  You love me.  We should be together.  In greater volumne.,"Anyone that wants dump massive amounts or small amounts of rubies on me, I'll buy them.  They go for about 600c in the auction, save the fees and sell them to me.  No fair price turned away.

LGM aka Mr. Ruby. "
129,14972page120121213031506279668.html,/profiles/PUV2PCFUPSF2NBE/,sold,sold
130,14973page120121213031847535057.html,/profiles/PM132706UB22HSC/,Wanted Spriggan - Offering C / F / H / G / L / T,"Wanted: Spriggan emblems
Offering direct 1 for 1 trade, the following pristine emblems (un-caressed, un-contemplated and otherwise un-molested):
Cosma x 1
Friendly x 2
Humbaba x 1
Grendaline x 2
Lem x 1
Tii x 2"
131,14975page120121213031000945667.html,/profiles/PUVJ32QI5TF2TCO/,selling icons of tii and mab,give me an offer! mailing me would be the best option. :)
132,14977page120121213030017647372.html,/profiles/PUVG3SFU9AG240I/,Emblems for Sale or Lease WAC,"One each:  Lem, Humbaba, Mab, Pot, Alph

Two each: Zille, Cosma

5K mol

Look for me in Illmenskie, probably. If in in Ancestral Lands give me some extra time to respond to messages. I take my coining SERIOUSLY."
133,14978page120121213025528100580.html,/profiles/PHVRIAMEBCB292S/,Super Happy Fun Cubimal Fiesta EXPLOSION! SUNDAY SUNDAY SUNDAY! *Kapoooooow!*,"Here at the Super Happy Fun Cubimal Fiesta Explosion Family Warehouse, we have several confused but lovable cubimals eager and willing to go home with you and do the following:

1. Do household chores!
2. Eat questionable leftovers that have been sitting in the fridge!
3. Topple world governments!
4. Race...or something!
5. And many other questionable activities!

These companions are just waiting to be wound up and tick away and EXPLODE like a time bomb of love:

JuJu: 5K
Cactus: 3K
SnoCone Vendor: 5K [Claimed!]
Squid (3): 4K
Smuggler: 12K
Greeterbot: 15K
Deimaginator (2): 12K
Dustbunny: 8K [Claimed!]

...or best offer!"
134,14980page120121213030231651078.html,/profiles/PUVLBGGQLOG26NC/,Selling every kind of emblems! Multiples of many!! Mail/IM me!,"Hey everyone!

Right now I have 2 of every emblem, though I've been collecting lots of new ones every single day. Mail or IM me in game if you're interested! If you're looking for something specific, feel free to let me know and I can collect them for you :)"
135,14981page120121213025727802012.html,/profiles/PHF1AL3BE4D2L13/,Looking for a bog house.,"I was wandering if anyone has a 7,500c bog house in kalavana and is willing to sell it, if you do please let me know.
Thanks, Rellepog"
136,14982page120121213025305656189.html,/profiles/PUV299CEKLH2NSM/,Buying Senor Funpickle,"Please IM me if your selling one and we can consider a price along with a trade.

Thanks!"
137,14985page120121213023615696847.html,/profiles/PHVR9VL97OB227N/,"7,500c Boggity Bog House? -Want-","I know there was a similar thread here recently, and I have the same feelings. I'm an aspiring herbalist, and would like having the few extra herb plots.
If you would be willing to trade for my 3,500c house, I will pay you the worth of both of our houses. 
Also, I will leave to you my personal store of 500+ hooch and a few other gifts. If you like this offer, please friend/mail me ingame.
Thanks in advance, 
SiCk :D"
138,14987page120121213022322514378.html,/profiles/PUV523LQFNF21ND/,pig,i have 5x pig cubimals.You can have them all for 1 yeti cubimal
139,14990page120121213030335690875.html,/profiles/PUVK46QGM9G2ANO/,Uncle Friendly Cubimal FOR SALE,"Uncle Friendly Cubimal - 55k. 

IM me if interested :)"
140,14991page120121213030540222255.html,/profiles/PUVP1CLS1BE2P97/,BUYING EMBLEMS!,"Im buying and might sell emblems let me know if interested! 

:D"
141,14999page120121213024137896589.html,/profiles/PA9F3EHI36E2JIG/,"Buying Emblems of Lem, Zille, Pot, and Spriggan",Please contact me in game if u are selling
142,15003page120121213030420723498.html,/profiles/PUVKMVKGUCG2PM3/,Buying GNG.,"Apparently, I bought a ""used"" pickle, that has no hope of ever dispensing another GNG. Meaning I need to buy a GNG separately now. I'll pay 250k for one. Probably best you talk to me in-game, as I don't check the forums much."
143,15005page120121213024844385695.html,/profiles/PUVVILGJCUF27V0/,Buying Funpickle - have Rook Cubi and more to trade!,"Please let me know what you want for him - I have currants, all 11 icons, a bunch of emblems, and rook cubi.  Thanks!"
144,15013page120121213025957170893.html,/profiles/PUV5PR0NIHE2RO4/,Post Deleted,Deleted
145,15014page120121213025318833037.html,http://www.glitch.com/profiles/PHFMTG1TU2D2VHJ/,Looking for gift boxes!,"Hey all! HeroUnderThePine and I are working on ""Noob boxes"" - basically a few items we think would come in handy for newer players that we can hand out all wrapped up beautifully - so if anyone has any spare gift boxes to spare, IM me or send me a mail with what you would like for them! Or post here and we'll get in touch with you!"
146,15022page120121213031007463752.html,/profiles/PHF1AL3BE4D2L13/,Buying: BOG HOUSE,"I'm in search of a large bog house for 7,500 currents in Kalavana, anyone looking to sell theirs that would be great!
Thanks, Rellepog"
147,15026page120121213025704230615.html,/profiles/PHFGMBJBA4D21EG/,Selling Cubimals Uncommons/Semirares,"I'm more than willing to talk about price or a trade. Though all I need in Cubimals are the super rares.

2 Greeterbot = 10k Each 
2 Bureaucrat = 6k Each
3 Sno Cone = 6k Each
1 Ju Ju =  5k 
1 Cactus = 4k"
148,15027page120121213020618315287.html,/profiles/PUVVO2EBFBG2PU8/,Yeti Cubimal for Sale[closed],60k Firm. In game right now :D[Thank You]
149,15030page120121213021653695741.html,/profiles/PA97IHVNBHD2L6Q/,Rube cubimal for sale :),If interested please im me with offers.
150,15031page120121213021250228842.html,/profiles/PHFK6SRM23D2516/,A dream House on sale!,~~
151,15033page120121213024042250585.html,/profiles/PA9NNVA43VD2LLH/,Looking for Mab Emblems,Will trade for emblems/money. IM me in game if interested.
152,15034page120121213022957647899.html,/profiles/PA97IHVNBHD2L6Q/,Cubimals for sale VERY CHEAP Including Magic Rock & Uncle Friendly Updated,"I have the following cubimals for sale:

Magic Rock - offers in region of 100k
Bureaucrat - offers in region of 10k 
Snocone - offers in region of 5k
Juju - offers in region of 6k

I have multiples of several items also. 

Please instant message me if interested. For a limited time I am also doing even further reduced prices if you buy more than one cubimal from me. "
153,15035page120121213025500902814.html,/profiles/PHV3J76JGS62RF5/,Selling: Cubimals,"Sno cone vendor X2
Greeterbot 
Squid 
Smuggler
Squid 

plus a variety of common cubimals for 200-500c each. 


All prices are up for discussion but I will definitely be reasonable :) 
Post here or message me in-game. "
154,15037page120121213021922095505.html,/profiles/PHF9GL57H2D2A7P/,My offer for a Collectors' Edition 2010 Glitchmas Yeti,"In exchange for a Collectors' Edition 2010 Glitchmas Yeti I will give you:

- A complete set of regular musicblocks (all 25)
- A complete set of cubimals (all 23)
- A complete set of Icons (all 11)
- A complete set of dolls (Ayn, Friedrich and Ludwig)
- A Senor Funpickle Bêta Item
- Eternal friendship
- Glitch Games (7)
- 200,000 Currants

Please contact me if you're interested!"
